CZK;20180628;0.1673;0.1673;0.1673;0.1673;0
DKK;20180628;0.5848;0.5848;0.5848;0.5848;0
EUR;20180628;4.3566;4.3566;4.3566;4.3566;0
GBP;20180628;4.9339;4.9339;4.9339;4.9339;0
HKD;20180628;0.4804;0.4804;0.4804;0.4804;0
HRK;20180628;0.5901;0.5901;0.5901;0.5901;0
HUF;20180628;1.3276;1.3276;1.3276;1.3276;0
IDR;20180628;2.6201;2.6201;2.6201;2.6201;0
ILS;20180628;1.0333;1.0333;1.0333;1.0333;0
INR;20180628;5.4683;5.4683;5.4683;5.4683;0
ISK;20180628;3.5077;3.5077;3.5077;3.5077;0
JPY;20180628;3.4180;3.4180;3.4180;3.4180;0
KRW;20180628;0.3354;0.3354;0.3354;0.3354;0
MXN;20180628;0.1872;0.1872;0.1872;0.1872;0
MYR;20180628;0.9322;0.9322;0.9322;0.9322;0
NOK;20180628;0.4597;0.4597;0.4597;0.4597;0
NZD;20180628;2.5496;2.5496;2.5496;2.5496;0
PHP;20180628;0.0705;0.0705;0.0705;0.0705;0
RON;20180628;0.9355;0.9355;0.9355;0.9355;0
RUB;20180628;0.0596;0.0596;0.0596;0.0596;0
SEK;20180628;0.4184;0.4184;0.4184;0.4184;0
SGD;20180628;2.7550;2.7550;2.7550;2.7550;0
THB;20180628;0.1139;0.1139;0.1139;0.1139;0
TRY;20180628;0.8176;0.8176;0.8176;0.8176;0
UAH;20180628;0.1433;0.1433;0.1433;0.1433;0
USD;20180628;3.7705;3.7705;3.7705;3.7705;0
XDR;20180628;5.2821;5.2821;5.2821;5.2821;0
ZAR;20180628;0.2727;0.2727;0.2727;0.2727;0
AUD;20180629;2.7674;2.7674;2.7674;2.7674;0
BGN;20180629;2.2300;2.2300;2.2300;2.2300;0
BRL;20180629;0.9693;0.9693;0.9693;0.9693;0
CAD;20180629;2.8317;2.8317;2.8317;2.8317;0
CHF;20180629;3.7702;3.7702;3.7702;3.7702;0
CLP;20180629;0.5764;0.5764;0.5764;0.5764;0
CNY;20180629;0.5658;0.5658;0.5658;0.5658;0
CZK;20180629;0.1683;0.1683;0.1683;0.1683;0
DKK;20180629;0.5852;0.5852;0.5852;0.5852;0
EUR;20180629;4.3616;4.3616;4.3616;4.3616;0
GBP;20180629;4.9270;4.9270;4.9270;4.9270;0
HKD;20180629;0.4771;0.4771;0.4771;0.4771;0
HRK;20180629;0.5906;0.5906;0.5906;0.5906;0
HUF;20180629;1.3272;1.3272;1.3272;1.3272;0
IDR;20180629;2.6127;2.6127;2.6127;2.6127;0
ILS;20180629;1.0255;1.0255;1.0255;1.0255;0
INR;20180629;5.4691;5.4691;5.4691;5.4691;0
ISK;20180629;3.5118;3.5118;3.5118;3.5118;0
JPY;20180629;3.3808;3.3808;3.3808;3.3808;0
KRW;20180629;0.3362;0.3362;0.3362;0.3362;0
MXN;20180629;0.1901;0.1901;0.1901;0.1901;0
MYR;20180629;0.9273;0.9273;0.9273;0.9273;0
NOK;20180629;0.4599;0.4599;0.4599;0.4599;0
NZD;20180629;2.5340;2.5340;2.5340;2.5340;0
PHP;20180629;0.0702;0.0702;0.0702;0.0702;0
RON;20180629;0.9361;0.9361;0.9361;0.9361;0
RUB;20180629;0.0597;0.0597;0.0597;0.0597;0
SEK;20180629;0.4190;0.4190;0.4190;0.4190;0
SGD;20180629;2.7476;2.7476;2.7476;2.7476;0
THB;20180629;0.1130;0.1130;0.1130;0.1130;0
TRY;20180629;0.8206;0.8206;0.8206;0.8206;0
UAH;20180629;0.1423;0.1423;0.1423;0.1423;0
USD;20180629;3.7440;3.7440;3.7440;3.7440;0
XDR;20180629;5.2903;5.2903;5.2903;5.2903;0
ZAR;20180629;0.2728;0.2728;0.2728;0.2728;0
AUD;20180702;2.7810;2.7810;2.7810;2.7810;0
BGN;20180702;2.2446;2.2446;2.2446;2.2446;0
BRL;20180702;0.9724;0.9724;0.9724;0.9724;0
CAD;20180702;2.8637;2.8637;2.8637;2.8637;0
CHF;20180702;3.8019;3.8019;3.8019;3.8019;0
CLP;20180702;0.5765;0.5765;0.5765;0.5765;0
CNY;20180702;0.5664;0.5664;0.5664;0.5664;0
CZK;20180702;0.1690;0.1690;0.1690;0.1690;0
DKK;20180702;0.5891;0.5891;0.5891;0.5891;0
EUR;20180702;4.3899;4.3899;4.3899;4.3899;0
GBP;20180702;4.9660;4.9660;4.9660;4.9660;0
HKD;20180702;0.4805;0.4805;0.4805;0.4805;0
HRK;20180702;0.5942;0.5942;0.5942;0.5942;0
HUF;20180702;1.3303;1.3303;1.3303;1.3303;0
IDR;20180702;2.6219;2.6219;2.6219;2.6219;0
ILS;20180702;1.0298;1.0298;1.0298;1.0298;0
INR;20180702;5.4929;5.4929;5.4929;5.4929;0
ISK;20180702;3.5632;3.5632;3.5632;3.5632;0
JPY;20180702;3.4022;3.4022;3.4022;3.4022;0
KRW;20180702;0.3371;0.3371;0.3371;0.3371;0
MXN;20180702;0.1886;0.1886;0.1886;0.1886;0
MYR;20180702;0.9332;0.9332;0.9332;0.9332;0
NOK;20180702;0.4612;0.4612;0.4612;0.4612;0
NZD;20180702;2.5473;2.5473;2.5473;2.5473;0
PHP;20180702;0.0706;0.0706;0.0706;0.0706;0
RON;20180702;0.9412;0.9412;0.9412;0.9412;0
RUB;20180702;0.0598;0.0598;0.0598;0.0598;0
SEK;20180702;0.4200;0.4200;0.4200;0.4200;0
SGD;20180702;2.7576;2.7576;2.7576;2.7576;0
THB;20180702;0.1138;0.1138;0.1138;0.1138;0
TRY;20180702;0.8142;0.8142;0.8142;0.8142;0
UAH;20180702;0.1437;0.1437;0.1437;0.1437;0
USD;20180702;3.7703;3.7703;3.7703;3.7703;0
XDR;20180702;5.2965;5.2965;5.2965;5.2965;0
ZAR;20180702;0.2734;0.2734;0.2734;0.2734;0
AUD;20180703;2.7886;2.7886;2.7886;2.7886;0
BGN;20180703;2.2486;2.2486;2.2486;2.2486;0
BRL;20180703;0.9636;0.9636;0.9636;0.9636;0
CAD;20180703;2.8649;2.8649;2.8649;2.8649;0
CHF;20180703;3.7973;3.7973;3.7973;3.7973;0
CLP;20180703;0.5734;0.5734;0.5734;0.5734;0
CNY;20180703;0.5668;0.5668;0.5668;0.5668;0
CZK;20180703;0.1682;0.1682;0.1682;0.1682;0
DKK;20180703;0.5903;0.5903;0.5903;0.5903;0
EUR;20180703;4.3978;4.3978;4.3978;4.3978;0
GBP;20180703;4.9754;4.9754;4.9754;4.9754;0
HKD;20180703;0.4807;0.4807;0.4807;0.4807;0
HRK;20180703;0.5957;0.5957;0.5957;0.5957;0
HUF;20180703;1.3405;1.3405;1.3405;1.3405;0
IDR;20180703;2.6229;2.6229;2.6229;2.6229;0
ILS;20180703;1.0299;1.0299;1.0299;1.0299;0
INR;20180703;5.4952;5.4952;5.4952;5.4952;0
ISK;20180703;3.5295;3.5295;3.5295;3.5295;0
JPY;20180703;3.4002;3.4002;3.4002;3.4002;0
KRW;20180703;0.3388;0.3388;0.3388;0.3388;0
MXN;20180703;0.1909;0.1909;0.1909;0.1909;0
MYR;20180703;0.9319;0.9319;0.9319;0.9319;0
NOK;20180703;0.4637;0.4637;0.4637;0.4637;0
NZD;20180703;2.5400;2.5400;2.5400;2.5400;0
PHP;20180703;0.0706;0.0706;0.0706;0.0706;0
RON;20180703;0.9444;0.9444;0.9444;0.9444;0
RUB;20180703;0.0597;0.0597;0.0597;0.0597;0
SEK;20180703;0.4254;0.4254;0.4254;0.4254;0
SGD;20180703;2.7609;2.7609;2.7609;2.7609;0
THB;20180703;0.1137;0.1137;0.1137;0.1137;0
TRY;20180703;0.8098;0.8098;0.8098;0.8098;0
UAH;20180703;0.1434;0.1434;0.1434;0.1434;0
USD;20180703;3.7723;3.7723;3.7723;3.7723;0
XDR;20180703;5.3115;5.3115;5.3115;5.3115;0
ZAR;20180703;0.2749;0.2749;0.2749;0.2749;0
AUD;20180706;2.7586;2.7586;2.7586;2.7586;0
BGN;20180706;2.2293;2.2293;2.2293;2.2293;0
BRL;20180706;0.9465;0.9465;0.9465;0.9465;0
CAD;20180706;2.8341;2.8341;2.8341;2.8341;0
CHF;20180706;3.7507;3.7507;3.7507;3.7507;0
CLP;20180706;0.5670;0.5670;0.5670;0.5670;0
CNY;20180706;0.5600;0.5600;0.5600;0.5600;0
CZK;20180706;0.1681;0.1681;0.1681;0.1681;0
DKK;20180706;0.5850;0.5850;0.5850;0.5850;0
EUR;20180706;4.3600;4.3600;4.3600;4.3600;0
GBP;20180706;4.9305;4.9305;4.9305;4.9305;0
HKD;20180706;0.4743;0.4743;0.4743;0.4743;0
HRK;20180706;0.5882;0.5882;0.5882;0.5882;0
HUF;20180706;1.3450;1.3450;1.3450;1.3450;0
IDR;20180706;2.5903;2.5903;2.5903;2.5903;0
ILS;20180706;1.0237;1.0237;1.0237;1.0237;0
INR;20180706;5.4011;5.4011;5.4011;5.4011;0
ISK;20180706;3.4936;3.4936;3.4936;3.4936;0
JPY;20180706;3.3645;3.3645;3.3645;3.3645;0
KRW;20180706;0.3335;0.3335;0.3335;0.3335;0
MXN;20180706;0.1936;0.1936;0.1936;0.1936;0
MYR;20180706;0.9217;0.9217;0.9217;0.9217;0
NOK;20180706;0.4613;0.4613;0.4613;0.4613;0
NZD;20180706;2.5379;2.5379;2.5379;2.5379;0
PHP;20180706;0.0698;0.0698;0.0698;0.0698;0
RON;20180706;0.9349;0.9349;0.9349;0.9349;0
RUB;20180706;0.0589;0.0589;0.0589;0.0589;0
SEK;20180706;0.4239;0.4239;0.4239;0.4239;0
SGD;20180706;2.7362;2.7362;2.7362;2.7362;0
THB;20180706;0.1122;0.1122;0.1122;0.1122;0
TRY;20180706;0.8075;0.8075;0.8075;0.8075;0
UAH;20180706;0.1414;0.1414;0.1414;0.1414;0
USD;20180706;3.7222;3.7222;3.7222;3.7222;0
XDR;20180706;5.2461;5.2461;5.2461;5.2461;0
ZAR;20180706;0.2742;0.2742;0.2742;0.2742;0
AUD;20180709;2.7586;2.7586;2.7586;2.7586;0
BGN;20180810;2.2486;2.2486;2.2486;2.2486;0
BRL;20190911;0.9636;0.9636;0.9636;0.9636;0
